2.857000000003609,35321811042339,5180
2.857000000003609,35321811042344,5180
2.857000000003609,35321811042404,2412
2.857000000003609,35321811042374,2412
2.857000000003609,35321811042659,5180
2.857000000003609,35321811042436,5180
2.857000000003609,35321811042388,2412
2.857000000003609,35321811042310,2412
2.857000000003609,35321811042435,2437
2.857000000003609,35321811042373,2437
2.857000000003609,35321811042581,2437
2.857000000003609,35321811042343,2472
2.857000000003609,35321811042354,2472
2.857000000003609,35321811042584,2437
2.857000000003609,35321811042617,2412
2.857000000003609,35321811042579,2462
2.857000000003609,35321811042626,2412
2.857000000003609,35321811042385,2412
2.857000000003609,35321811042583,2412
2.857000000003609,35321811042596,5180
2.857000000003609,35321811042341,2412
2.857000000003609,35321811042355,2437
2.857000000003609,35321811042320,2462
2.857000000003609,35321811042328,2412
2.857000000003609,35321811042357,2442
2.857000000003609,35321811042308,2462
2.857000000003609,35321811042593,5180
2.857000000003609,35321811042312,5180
2.857000000003609,35321811042585,5180
2.857000000003609,35321811042580,2427
2.857000000003609,35321811042323,2437
2.857000000003609,35321811042434,2437
2.857000000003609,35321811042455,2427
2.857000000003609,35321811042400,2462
6.864000000001397,35321811042339,5180
6.865000000005239,35321811042344,5180
6.865000000005239,35321811042404,2412
6.865000000005239,35321811042374,2412
6.865000000005239,35321811042435,2437
6.865000000005239,35321811042388,2412
6.865000000005239,35321811042659,5180
6.865000000005239,35321811042436,5180
6.865000000005239,35321811042373,2437
6.865000000005239,35321811042310,2412
6.865000000005239,35321811042584,2437
6.865000000005239,35321811042579,2462
6.865000000005239,35321811042581,2437
6.865000000005239,35321811042616,2462
6.865000000005239,35321811042626,2412
6.865000000005239,35321811042357,2442
6.865000000005239,35321811042611,5180
6.865000000005239,35321811042308,2462
6.865000000005239,35321811042596,5180
6.865000000005239,35321811042354,2472
6.865000000005239,35321811042617,2412
6.865000000005239,35321811042343,2472
6.865000000005239,35321811042323,2437
6.865000000005239,35321811042341,2412
6.865000000005239,35321811042576,2467
6.865000000005239,35321811042585,5180
6.865000000005239,35321811042889,2412
6.865000000005239,35321811042645,2472
6.865000000005239,35321811042642,2437
6.865000000005239,35321811042312,5180
6.865000000005239,35321811042311,5180
6.865000000005239,35321811042601,5180
6.865000000005239,35321811042592,2412
10.873000000006869,35321811042404,2412
10.873000000006869,35321811042374,2412
10.873000000006869,35321811042339,5180
10.873000000006869,35321811042344,5180
10.87400000001071,35321811042579,2462
10.87400000001071,35321811042616,2462
10.873000000006869,35321811042659,5180
10.87400000001071,35321811042436,5180
10.87400000001071,35321811042581,2437
10.87400000001071,35321811042584,2437
10.87400000001071,35321811042388,2412
10.87400000001071,35321811042310,2412
10.87400000001071,35321811042626,2412
10.87400000001071,35321811042596,5180
10.87400000001071,35321811042611,5180
10.87400000001071,35321811042583,2412
10.87400000001071,35321811042373,2437
10.87400000001071,35321811042308,2462
10.87400000001071,35321811042435,2437
10.87400000001071,35321811042343,2472
10.87400000001071,35321811042354,2472
10.87400000001071,35321811042455,2427
10.87400000001071,35321811042580,2427
10.87400000001071,35321811042708,2447
10.87400000001071,35321811042617,2412
10.87400000001071,35321811042311,5180
10.87400000001071,35321811042567,2437
10.87400000001071,35321811042678,2472
10.87400000001071,35321811042585,5180
10.87400000001071,35321811042642,2437
10.87400000001071,35321811042609,5180
10.87400000001071,35321811042306,2462
10.87400000001071,35321811042593,5180
10.87400000001071,35321811042601,5180
10.87400000001071,35321811042613,5180
10.87400000001071,35321811042326,2412
10.87400000001071,35321811042400,2462
10.87400000001071,35321811042406,2412
10.87400000001071,35321811042356,2427
14.870999999999185,35321811042404,2412
14.870999999999185,35321811042374,2412
14.870999999999185,35321811042339,5180
14.870000000009895,35321811042344,5180
14.870999999999185,35321811042659,5180
14.870999999999185,35321811042584,2437
14.870999999999185,35321811042616,2462
14.870999999999185,35321811042435,2437
14.870999999999185,35321811042596,5180
14.870999999999185,35321811042579,2462
14.870999999999185,35321811042626,2412
14.870999999999185,35321811042388,2412
14.870999999999185,35321811042581,2437
14.870999999999185,35321811042310,2412
14.870999999999185,35321811042373,2437
14.870999999999185,35321811042311,5180
14.870999999999185,35321811042308,2462
14.870999999999185,35321811042320,2462
14.870999999999185,35321811042611,5180
14.870999999999185,35321811042708,2447
14.870999999999185,35321811042357,2442
14.870999999999185,35321811042585,5180
14.870999999999185,35321811042343,2472
14.870999999999185,35321811042354,2472
14.870999999999185,35321811042601,5180
14.870999999999185,35321811042889,2412
14.870999999999185,35321811042560,2437
14.870999999999185,35321811042917,2462
14.870999999999185,35321811042593,5180
14.870999999999185,35321811042617,2412
14.870999999999185,35321811042323,2437
14.870999999999185,35321811042400,2462
14.870999999999185,35321811042916,2412
14.870999999999185,35321811042675,2412
14.870999999999185,35321811042609,5180
14.870999999999185,35321811042613,5180
14.870999999999185,35321811042865,2472
14.870999999999185,35321811042434,2437
14.870999999999185,35321811042612,5180
14.870999999999185,35321811042867,2472
14.870999999999185,35321811042628,2462
